"species","closed_canopy","open_canopy","main_habitat","cutoff_40","cutoff_60","area_open","area_closed"
"Salvia tchihatcheffii (Fisch. & C.A.Mey.) Boiss.",0.8,0.2,"closed","closed","closed",0,1
"Salvia lobbii Epling",1,0,"closed","closed","closed",0,1
"Salvia trichostephana Epling",1,0,"closed","closed","closed",0,1
"Salvia tonaticensis Ramamoorthy ex Lara Cabrera, Bedolla & Zamudio",1,0,"closed","closed","closed",0,1
"Salvia verecunda Epling",1,0,"closed","closed","closed",0,1
"Salvia wiedemannii Boiss.",0.67,0.33,"closed","closed","closed",1,1
"Salvia frigida Boiss.",1,0,"closed","closed","closed",0,1
"Salvia amplifrons Briq.",0.82,0.18,"closed","closed","closed",0,1
"Salvia aramiensis Rech.f.",0,1,"open","open","open",1,0
"Salvia praeclara Epling",1,0,"closed","closed","closed",0,1
"Salvia bangii Rusby",0.75,0.25,"closed","closed","closed",0,1
"Salvia pansamalensis Donn.Sm.",1,0,"closed","closed","closed",0,1
"Salvia heerii Regel",1,0,"closed","closed","closed",0,1
"Salvia bullulata Benth.",1,0,"closed","closed","closed",0,1
"Salvia radula Epling",1,0,"closed","closed","closed",0,1
"Salvia prunelloides Benth.",1,0,"closed","closed","closed",0,1
"Salvia sharifii Rech.f. & Esfand.",0,1,"open","open","open",1,0
"Salvia adenocaulon P.H.Davis",0,1,"open","open","open",1,0
"Salvia textitlana B.L.Turner",1,0,"closed","closed","closed",0,1
"Salvia pauciflora Kunth",1,0,"closed","closed","closed",0,1
"Salvia korolkovii Regel & Schmalh.",0,1,"open","open","open",1,0
"Salvia californica Jeps.",0,1,"open","open","open",1,0
"Salvia cedronella Boiss.",0,1,"open","open","open",1,0
"Salvia veneris Hedge",0,1,"open","open","open",1,0
"Salvia bariensis Thulin",0,1,"open","open","open",1,0
"Salvia dichroantha Stapf",0,1,"open","open","open",1,0
"Salvia schlechteri Briq.",0,1,"open","open","open",1,0
"Salvia leriifolia Benth.",0,1,"open","open","open",1,0
"Salvia trichocalycina Benth.",0,1,"open","open","open",1,0
"Salvia diegoae Mart.Gord. & Lozada-Pérez",1,0,"closed","closed","closed",0,1
"Salvia flocculosa Epling & Mathias",1,0,"closed","closed","closed",0,1
"Solanum dulcamara L.",0.73,0.27,"closed","closed","closed",1,1
"Solanum nigrum L.",0.6,0.4,"closed","closed","closed",1,1
"Datura stramonium L.",0.62,0.38,"closed","closed","closed",1,1
"Hyoscyamus niger L.",0.63,0.37,"closed","closed","closed",1,1
"Nicotiana glauca Graham",0.2,0.8,"open","open","open",1,0
"Datura ferox L.",0.26,0.74,"open","open","open",1,1
"Solanum triflorum Nutt.",0.32,0.68,"open","open","open",1,1
"Physalis peruviana L.",0.73,0.27,"closed","closed","closed",1,1
"Solanum tuberosum L.",0.8,0.2,"closed","closed","closed",0,1
"Solanum physalifolium Rusby",0.77,0.23,"closed","closed","closed",0,1
"Solanum crispum Ruiz & Pav.",0.72,0.28,"closed","closed","closed",1,1
"Lycium L.",0.52,0.48,"closed","open","closed",1,1
"Lycium barbarum L.",0.71,0.29,"closed","closed","closed",1,1
"Solanum villosum Mill.",0.41,0.59,"open","open","closed",1,1
"Lycium chinense Mill.",0.91,0.09,"closed","closed","closed",0,1
"Solanum pseudocapsicum L.",0.67,0.33,"closed","closed","closed",1,1
"Nicotiana L.",0.44,0.56,"open","open","closed",1,1
"Solanum lycopersicum L.",0.7,0.3,"closed","closed","closed",1,1
"Physalis alkekengi L.",0.91,0.09,"closed","closed","closed",0,1
"Cestrum diurnum L.",0.81,0.19,"closed","closed","closed",0,1
"Brugmansia sanguinea (Ruiz & Pav.) D.Don",0.76,0.24,"closed","closed","closed",0,1
"Cestrum macrophyllum Vent.",0.87,0.13,"closed","closed","closed",0,1
"Scopolia carniolica Jacq.",0.99,0.01,"closed","closed","closed",0,1
"Solanum tampicense Dunal",0.75,0.25,"closed","closed","closed",0,1
"Physalis heterophylla Nees",0.69,0.31,"closed","closed","closed",1,1
"Solanum americanum Mill.",0.68,0.32,"closed","closed","closed",1,1
"Leucophysalis grandiflora (Hook.) Rydb.",0.95,0.05,"closed","closed","closed",0,1
"Nicotiana plumbaginifolia Viv.",0.72,0.28,"closed","closed","closed",1,1
"Solanum torvum Sw.",0.86,0.14,"closed","closed","closed",0,1
"Solanum mammosum L.",0.9,0.1,"closed","closed","closed",0,1
"Physalis pubescens L.",0.75,0.25,"closed","closed","closed",0,1
"Datura metel L.",0.63,0.37,"closed","closed","closed",1,1
"Solanum jamaicense Mill.",0.91,0.09,"closed","closed","closed",0,1
"Brugmansia arborea (L.) Lagerh.",0.68,0.32,"closed","closed","closed",1,1
"Physalis angulata L.",0.63,0.37,"closed","closed","closed",1,1
"Capsicum frutescens L.",0.77,0.23,"closed","closed","closed",0,1
"Datura innoxia Mill.",0.42,0.58,"open","open","closed",1,1
"Hyoscyamus muticus L.",0.01,0.99,"open","open","open",1,0
"Withania somnifera (L.) Dunal",0.2,0.8,"open","open","open",1,0
"Lycium shawii Roem. & Schult.",0.04,0.96,"open","open","open",1,0
"Solanum incanum L.",0.24,0.76,"open","open","open",1,0
"Physalis lagascae Roem. & Schult.",0.73,0.27,"closed","closed","closed",1,1
"Solanum aculeatissimum Jacq.",0.69,0.31,"closed","closed","closed",1,1
"Solanum anguivi Lam.",0.47,0.53,"open","open","closed",1,1
"Nicotiana tabacum L.",0.74,0.26,"closed","closed","closed",1,1
"Solanum cerasiferum Dunal",0.11,0.89,"open","open","open",1,0
"Solanum macrocarpon L.",0.45,0.55,"open","open","closed",1,1
"Capsicum annuum L.",0.71,0.29,"closed","closed","closed",1,1
"Lycianthes biflora (Lour.) Bitter",0.98,0.02,"closed","closed","closed",0,1
"Lycianthes lysimachioides (Wall.) Bitter",0.98,0.02,"closed","closed","closed",0,1
"Solanum violaceum Ortega",0.91,0.09,"closed","closed","closed",0,1
"Solanum elaeagnifolium Cav.",0.17,0.83,"open","open","open",1,0
"Solanum diphyllum L.",0.86,0.14,"closed","closed","closed",0,1
"Solanum lyratum Thunb.",0.98,0.02,"closed","closed","closed",0,1
"Datura quercifolia Kunth",0.31,0.69,"open","open","open",1,1
"Brunfelsia uniflora (Pohl) D.Don",0.67,0.33,"closed","closed","closed",1,1
"Brunfelsia americana L.",0.74,0.26,"closed","closed","closed",1,1
"Cestrum nocturnum L.",0.81,0.19,"closed","closed","closed",0,1
"Solanum chippendalei Symon",0,1,"open","open","open",1,0
"Lycium torreyi A.Gray",0.07,0.93,"open","open","open",1,0
"Solanum cordovense Moc. & Sessé",0.92,0.08,"closed","closed","closed",0,1
"Solanum schomburgkii Sendtn.",0.75,0.25,"closed","closed","closed",0,1
"Solanum lanceolatum Cav.",0.81,0.19,"closed","closed","closed",0,1
"Solanum schenckii Bitter",0.82,0.18,"closed","closed","closed",0,1
"Cestrum strigillatum Ruiz & Pav.",0.61,0.39,"closed","closed","closed",1,1
"Solanum incarceratum Ruiz & Pav.",0.59,0.41,"closed","open","closed",1,1
"Solanum coriaceum Dunal",0.98,0.02,"closed","closed","closed",0,1
"Cestrum laxum Benth.",0.93,0.07,"closed","closed","closed",0,1
"Solanum uncinellum Lindl.",0.91,0.09,"closed","closed","closed",0,1
"Solanum whalenii M.Nee",0.86,0.14,"closed","closed","closed",0,1
"Solanum agrarium Sendtn.",0.26,0.74,"open","open","open",1,1
"Solanum decompositiflorum Sendtn.",0.56,0.44,"closed","open","closed",1,1
"Solanum stenandrum Sendtn.",0.3,0.7,"open","open","open",1,1
"Solanum endopogon (Bitter) Bohs",0.99,0.01,"closed","closed","closed",0,1
"Solanum thomasiifolium Sendtn.",0.58,0.42,"closed","open","closed",1,1
"Solanum crinitum Lam.",0.67,0.33,"closed","closed","closed",1,1
"Athenaea Sendtn.",0.9,0.1,"closed","closed","closed",0,1
"Solandra grandiflora Sw.",0.74,0.26,"closed","closed","closed",1,1
"Petunia integrifolia (Hook.) Schinz & Thell.",0.5,0.5,"closed","open","closed",1,1
"Duckeodendron cestroides Kuhlm.",0.9,0.1,"closed","closed","closed",0,1
"Solanum acerifolium Humb. & Bonpl. ex Dunal",0.92,0.08,"closed","closed","closed",0,1
"Solanum schlechtendalianum Walp.",0.94,0.06,"closed","closed","closed",0,1
"Solanum comarapanum M.Nee",0.78,0.22,"closed","closed","closed",0,1
"Solanum paludosum Moric.",0.7,0.3,"closed","closed","closed",1,1
"Capsicum chinense Jacq.",0.75,0.25,"closed","closed","closed",0,1
"Solanum proteanthum Bohs",0.76,0.24,"closed","closed","closed",0,1
"Solanum rugosum Dunal",0.94,0.06,"closed","closed","closed",0,1
"Nicotiana bonariensis Lehm.",0.49,0.51,"open","open","closed",1,1
"Solanum absconditum Agra",0.16,0.84,"open","open","open",1,0
"Solanum rupincola Sendtn.",0.83,0.17,"closed","closed","closed",0,1
"Cestrum glanduliferum Kerber ex Francey",0.97,0.03,"closed","closed","closed",0,1
"Physalis viscosa L.",0.18,0.82,"open","open","open",1,0
"Solanum subinerme Jacq.",0.81,0.19,"closed","closed","closed",0,1
"Physalis crassifolia Benth.",0.11,0.89,"open","open","open",1,0
"Solanum mitlense Dunal",0.98,0.02,"closed","closed","closed",0,1
"Solanum verrucosum Schltdl.",0.85,0.15,"closed","closed","closed",0,1
"Solanum sisymbriifolium Lam.",0.56,0.44,"closed","open","closed",1,1
"Solanum rhytidoandrum Sendtn.",0.46,0.54,"open","open","closed",1,1
"Nicotiana nesophila I.M.Johnst.",0.8,0.2,"closed","closed","closed",0,1
"Solanum refractum Hook. & Arn.",0.97,0.03,"closed","closed","closed",0,1
"Solanum lycocarpum A.St.-Hil.",0.34,0.66,"open","open","open",1,1
"Solanum appendiculatum Humb. & Bonpl. ex Dunal",0.96,0.04,"closed","closed","closed",0,1
"Nicotiana nudicaulis S.Watson",0.6,0.4,"closed","closed","closed",1,1
"Solanum oxycarpum Schiede",0.98,0.02,"closed","closed","closed",0,1
"Athenaea pogogena (Moric.) Sendtn.",0.72,0.28,"closed","closed","closed",1,1
"Acnistus arborescens (L.) Schltdl.",0.88,0.12,"closed","closed","closed",0,1
"Solanum rostratum Dunal",0.41,0.59,"open","open","closed",1,1
"Solanum palinacanthum Dunal",0.44,0.56,"open","open","closed",1,1
"Solanum polytrichum Moric.",0.78,0.22,"closed","closed","closed",0,1
"Physalis caudella Standl.",0.81,0.19,"closed","closed","closed",0,1
"Solanum grayi Rose",0.89,0.11,"closed","closed","closed",0,1
"Solanum paniculatum L.",0.42,0.58,"open","open","closed",1,1
"Solanum lumholtzianum Bartlett",0.55,0.45,"closed","open","closed",1,1
"Physalis greenmanii Waterf.",1,0,"closed","closed","closed",0,1
"Solanum anceps Ruiz & Pav.",0.99,0.01,"closed","closed","closed",0,1
"Solanum megalonyx Sendtn.",0.44,0.56,"open","open","closed",1,1
"Solanum sendtnerianum Van Heurck & Müll.Arg.",1,0,"closed","closed","closed",0,1
"Nicotiana stocktonii Brandegee",1,0,"closed","closed","closed",0,1
"Solanum laxum Spreng.",0.67,0.33,"closed","closed","closed",1,1
"Physalis microphysa A.Gray",0.46,0.54,"open","open","closed",1,1
"Solanum hindsianum Benth.",0.11,0.89,"open","open","open",1,0
"Petunia mantiqueirensis T.Ando & Hashim.",0.45,0.55,"open","open","closed",1,1
"Solanum mite Ruiz & Pav.",0.99,0.01,"closed","closed","closed",0,1
"Lycium exsertum A.Gray",0.18,0.82,"open","open","open",1,0
"Solanum quadriloculatum F.Muell.",0,1,"open","open","open",1,0
"Scopolia japonica Maxim.",1,0,"closed","closed","closed",0,1
"Duboisia hopwoodii (F.Muell.) F.Muell.",0,1,"open","open","open",1,0
"Hyoscyamus albus L.",0.18,0.82,"open","open","open",1,0
"Iochroma grandiflorum Benth.",0.94,0.06,"closed","closed","closed",0,1
"Solanum linnaeanum Hepper & P.-M.L.Jaeger",0.32,0.68,"open","open","open",1,1
"Hyoscyamus leptocalyx Stapf",0.2,0.8,"open","open","open",1,0
"Solanum aculeastrum Dunal",0.44,0.56,"open","open","closed",1,1
"Lycium ruthenicum Murray",0.07,0.93,"open","open","open",1,0
"Saracha punctata Ruiz & Pav.",0.73,0.27,"closed","closed","closed",1,1
"Solanum retroflexum Dunal",0.08,0.92,"open","open","open",1,0
"Lycium arenicola Miers",0.03,0.97,"open","open","open",1,0
"Solanum rigescentoides Hutch.",0.04,0.96,"open","open","open",1,0
"Lycium europaeum L.",0.17,0.83,"open","open","open",1,0
"Datura discolor Bernh.",0.47,0.53,"open","open","closed",1,1
"Lycium pallidum Miers",0.2,0.8,"open","open","open",1,0
"Lycium andersonii A.Gray",0.07,0.93,"open","open","open",1,0
"Nicotiana quadrivalvis Pursh",0.16,0.84,"open","open","open",1,0
"Nicotiana trigonophylla Dunal",0.22,0.78,"open","open","open",1,0
"Physalis philadelphica Lam.",0.72,0.28,"closed","closed","closed",1,1
"Solanum wallacei (A.Gray) Parish",0,1,"open","open","open",1,0
"Lycium cooperi A.Gray",0.02,0.98,"open","open","open",1,0
"Nicotiana obtusifolia M.Martens & Galeotti",0.17,0.83,"open","open","open",1,0
"Nicotiana clevelandii A.Gray",0.02,0.98,"open","open","open",1,0
"Solanum scabrum Mill.",0.63,0.37,"closed","closed","closed",1,1
"Solanum aviculare G.Forst.",0.81,0.19,"closed","closed","closed",0,1
"Streptosolen jamesonii (Benth.) Miers",0.84,0.16,"closed","closed","closed",0,1
"Lycium fremontii A.Gray",0.07,0.93,"open","open","open",1,0
"Lycium brevipes Benth.",0.08,0.92,"open","open","open",1,0
"Nicotiana acuminata (Graham) Hook.",0.31,0.69,"open","open","open",1,1
"Solanum marginatum L.fil.",0.61,0.39,"closed","closed","closed",1,1
"Nicotiana sylvestris Speg.",0.78,0.22,"closed","closed","closed",0,1
"Physalis acutifolia (Miers) Sandwith",0.34,0.66,"open","open","open",1,1
"Oryctes nevadensis S.Watson",0,1,"open","open","open",1,0
"Solanum heterodoxum Dunal",0.36,0.64,"open","open","open",1,1
"Solanum supinum Dunal",0,1,"open","open","open",1,0
"Solanum albidum Dunal",0.91,0.09,"closed","closed","closed",0,1
"Duboisia myoporoides R.Br.",0.89,0.11,"closed","closed","closed",0,1
"Lycium horridum Thunb.",0,1,"open","open","open",1,0
"Solanum lanceifolium Jacq.",0.9,0.1,"closed","closed","closed",0,1
"Solanum prinophyllum Dunal",0.85,0.15,"closed","closed","closed",0,1
"Solanum esuriale Lindl.",0.07,0.93,"open","open","open",1,0
"Lycium ferocissimum Miers",0.33,0.67,"open","open","open",1,1
"Solanum stelligerum Sm.",0.73,0.27,"closed","closed","closed",1,1
"Lycium australe F.Muell.",0.01,0.99,"open","open","open",1,0
"Solanum mauritianum Scop.",0.6,0.4,"closed","closed","closed",1,1
"Nicotiana simulans N.T.Burb.",0.01,0.99,"open","open","open",1,0
"Solanum ellipticum R.Br.",0.05,0.95,"open","open","open",1,0
"Solanum ferocissimum Lindl.",0.06,0.94,"open","open","open",1,0
"Nicotiana suaveolens Lehm.",0.44,0.56,"open","open","closed",1,1
"Solanum jucundum A.R.Bean",0.12,0.88,"open","open","open",1,0
"Solanum coactiliferum J.M.Black",0.02,0.98,"open","open","open",1,0
"Solanum cinereum R.Br.",0.69,0.31,"closed","closed","closed",1,1
"Solanum brownii Dunal",0.8,0.2,"closed","closed","closed",0,1
"Solanum papaverifolium Symon",0.5,0.5,"closed","open","closed",1,1
"Solanum pungetium R.Br.",0.93,0.07,"closed","closed","closed",0,1
"Solanum opacum A.Br. & C.D.Bouché",0.76,0.24,"closed","closed","closed",0,1
"Solanum campanulatum R.Br.",0.91,0.09,"closed","closed","closed",0,1
"Solanum amblymerum Dunal",0.71,0.29,"closed","closed","closed",1,1
"Solanum cleistogamum Symon",0.02,0.98,"open","open","open",1,0
"Solanum betaceum Cav.",0.76,0.24,"closed","closed","closed",0,1
"Solanum densevestitum F.Muell. ex Benth.",0.9,0.1,"closed","closed","closed",0,1
"Solanum nobile A.R.Bean",0.97,0.03,"closed","closed","closed",0,1
"Solanum curvicuspe Domin",1,0,"closed","closed","closed",0,1
"Solanum vescum F.Muell.",0.92,0.08,"closed","closed","closed",0,1
"Solanum semiarmatum F.Muell.",0.53,0.47,"closed","open","closed",1,1
"Solanum hapalum A.R.Bean",0.95,0.05,"closed","closed","closed",0,1
"Solanum inaequilaterum Domin",0.91,0.09,"closed","closed","closed",0,1
"Solanum linearifolium Geras. ex Symon",0.8,0.2,"closed","closed","closed",0,1
"Solanum nemophilum F.Muell.",0.45,0.55,"open","open","closed",1,1
"Solanum petrophilum F.Muell.",0.01,0.99,"open","open","open",1,0
"Solanum neoanglicum A.R.Bean",1,0,"closed","closed","closed",0,1
"Solanum vicinum A.R.Bean",1,0,"closed","closed","closed",0,1
"Physalis hederifolia A.Gray",0.29,0.71,"open","open","open",1,1
"Solanum chrysotrichum Schltdl.",0.79,0.21,"closed","closed","closed",0,1
"Solanum viarum Dunal",0.75,0.25,"closed","closed","closed",0,1
"Solanum simile F.Muell.",0.16,0.84,"open","open","open",1,0
"Nicotiana forsteri Roem. & Schult.",0.58,0.42,"closed","open","closed",1,1
"Cyphanthera albicans (A.Cunn.) Miers",0.63,0.37,"closed","closed","closed",1,1
"Solanum sturtianum F.Muell.",0.02,0.98,"open","open","open",1,0
"Calibrachoa parviflora (Juss.) D' Arcy",0.28,0.72,"open","open","open",1,1
"Cestrum aurantiacum Lindl.",0.8,0.2,"closed","closed","closed",0,1
"Nicotiana goodspeedii Wheeler",0.03,0.97,"open","open","open",1,0
"Nicotiana megalosiphon Van Heurck & Müll.Arg.",0.06,0.94,"open","open","open",1,0
"Physalis minima L.",0.65,0.35,"closed","closed","closed",1,1
"Solanum acanthodapis A.R.Bean",1,0,"closed","closed","closed",0,1
"Solanum limitare A.R.Bean",0.97,0.03,"closed","closed","closed",0,1
"Solanum oligacanthum F.Muell.",0,1,"open","open","open",1,0
"Solanum chenopodinum F.Muell.",0.13,0.87,"open","open","open",1,0
"Solanum corifolium F.Muell.",0.82,0.18,"closed","closed","closed",0,1
"Solanum laciniatum Aiton",0.7,0.3,"closed","closed","closed",1,1
"Solanum mitchellianum Domin",0.13,0.87,"open","open","open",1,0
"Solanum hystrix R.Br.",0.03,0.97,"open","open","open",1,0
"Physalis longifolia Nutt.",0.46,0.54,"open","open","closed",1,1
"Nierembergia hippomanica Miers",0.58,0.42,"closed","open","closed",1,1
"Solanum ditrichum A.R.Bean",1,0,"closed","closed","closed",0,1
"Nicotiana alata Link & Otto",0.87,0.13,"closed","closed","closed",0,1
"Solanum serpens A.R.Bean",0.91,0.09,"closed","closed","closed",0,1
"Solanum melongena L.",0.68,0.32,"closed","closed","closed",1,1
"Solanum furfuraceum R.Br.",0.44,0.56,"open","open","closed",1,1
"Solanum carolinense L.",0.77,0.23,"closed","closed","closed",0,1
"Solanum wendlandii Hook.fil.",0.86,0.14,"closed","closed","closed",0,1
"Solanum rixosum A.R.Bean",0.93,0.07,"closed","closed","closed",0,1
"Cestrum fasciculatum (Schltdl.) Miers",0.92,0.08,"closed","closed","closed",0,1
"Lycium afrum L.",0.24,0.76,"open","open","open",1,0
"Solanum quitoense Lam.",0.89,0.11,"closed","closed","closed",0,1
"Solanum roseum Bohs",1,0,"closed","closed","closed",0,1
"Solanum chacoense Bitter",0.44,0.56,"open","open","closed",1,1
"Solanum glabratum Dunal",0.25,0.75,"open","open","open",1,0
"Solanum candolleanum Berthault",0.38,0.62,"open","open","open",1,1
"Solanum acaule Bitter",0.32,0.68,"open","open","open",1,1
"Solanum brevicaule Bitter",0.37,0.63,"open","open","open",1,1
"Solanum stenophyllidium Bitter",0.71,0.29,"closed","closed","closed",1,1
"Solanum lasiocarpum Dunal",0.93,0.07,"closed","closed","closed",0,1
"Solanum circinatum Bohs",0.95,0.05,"closed","closed","closed",0,1
"Solanum hougasii Correll",0.91,0.09,"closed","closed","closed",0,1
"Solanum multiinterruptum Bitter",0.26,0.74,"open","open","open",1,1
"Solanum vernei Bitter & Wittm.",0.42,0.58,"open","open","closed",1,1
"Capsicum pubescens Ruiz & Pav.",0.86,0.14,"closed","closed","closed",0,1
"Solanum jamesii Torr.",0.5,0.5,"closed","open","closed",1,1
"Solanum infundibuliforme Phil.",0.16,0.84,"open","open","open",1,0
"Solanum sucrense Hawkes",0.39,0.61,"open","open","open",1,1
"Solanum berthaultii Hawkes",0.53,0.47,"closed","open","closed",1,1
"Solanum campylacanthum Hochst. ex A.Rich.",0.16,0.84,"open","open","open",1,0
"Solanum crotonoides Lam.",0.94,0.06,"closed","closed","closed",0,1
"Solanum maglia Schltdl.",0.37,0.63,"open","open","open",1,1
"Solanum pimpinellifolium L.",0.59,0.41,"closed","open","closed",1,1
"Solanum ptychanthum Dunal",0.71,0.29,"closed","closed","closed",1,1
"Solanum chomatophilum Bitter",0.52,0.48,"closed","open","closed",1,1
"Solanum scabrifolium Ochoa",0.83,0.17,"closed","closed","closed",0,1
"Solanum brevifolium Humb. & Bonpl. ex Dunal",0.84,0.16,"closed","closed","closed",0,1
"Solanum allophyllum (Miers) Standl.",0.84,0.16,"closed","closed","closed",0,1
"Solanum demissum Lindl.",0.87,0.13,"closed","closed","closed",0,1
"Solanum morelliforme Bitter & Münch",0.96,0.04,"closed","closed","closed",0,1
"Solanum aethiopicum L.",0.51,0.49,"closed","open","closed",1,1
"Solanum bulbocastanum Dunal",0.88,0.12,"closed","closed","closed",0,1
"Solanum colombianum Dunal",0.83,0.17,"closed","closed","closed",0,1
