"genera","closed_canopy","open_canopy","main_habitat","cutoff_40","cutoff_60","area_open","area_closed"
"Mimosa reduviosa Barneby",0.33,0.67,"open","open","open",1,1
"Paspalum lilloi Hack.",0.86,0.14,"closed","closed","closed",0,1
"Chaetogastra parviflora (Cogn.) P.J.F.Guim. & Michelang.",0,1,"open","open","open",1,0
"Chaetogastra saxicola (F.S.Mey., P.J.F.Guim. & R.Goldenb.) P.J.F.Guim. & Michelang.",0.67,0.33,"closed","closed","closed",1,1
"Salvia subrotunda A.St.-Hil. ex Benth.",0.86,0.14,"closed","closed","closed",0,1
"Setaria vaginata Spreng.",0.67,0.33,"closed","closed","closed",1,1
"Psidium araucanum Soares-Silva & Proença",0.4,0.6,"open","open","closed",1,1
"Bulbophyllum regnellii Rchb.f.",0.96,0.04,"closed","closed","closed",0,1
"Mimosa per-dusenii Burkart",1,0,"closed","closed","closed",0,1
"Mimosa lepidorepens Burkart",1,0,"closed","closed","closed",0,1
"Bulbophyllum atropurpureum Barb.Rodr.",0.75,0.25,"closed","closed","closed",0,1
"Eugenia costatifructa Mazine",0.48,0.52,"open","open","closed",1,1
"Mimosa sobralii Grings & Ribas",1,0,"closed","closed","closed",0,1
"Bulbophyllum plumosum (Barb.Rodr.) Cogn.",0.25,0.75,"open","open","open",1,0
"Lupinus reitzii Burkart ex M.Pinheiro & Miotto",0.94,0.06,"closed","closed","closed",0,1
"Mimosa dutrae Malme",0.6,0.4,"closed","closed","closed",1,1
"Ficus sansibarica Warb.",0.46,0.54,"open","open","closed",1,1
"Arabis pterosperma Edgew.",0.48,0.52,"open","open","closed",1,1
"Quercus hondae Makino",1,0,"closed","closed","closed",0,1
"Draba ochroleuca Bunge",0.14,0.86,"open","open","open",1,0
"Ruellia metallica Leonard",1,0,"closed","closed","closed",0,1
"Tomostima australis (R.Br.) Al-Shehbaz, M.Koch & Jordan-Thaden",0,1,"open","open","open",1,0
"Aubrieta glabrescens Turrill",0,1,"open","open","open",1,0
"Salvia korolkovii Regel & Schmalh.",0,1,"open","open","open",1,0
"Dendrocalamus latiflorus Munro",1,0,"closed","closed","closed",0,1
"Aubrieta italica Boiss.",0,1,"open","open","open",1,0
"Aubrieta columnae subsp. columnae",1,0,"closed","closed","closed",0,1
"Arabis androsacea Fenzl",0,1,"open","open","open",1,0
"Draba turczaninovii Pohle & N.Busch",0,1,"open","open","open",1,0
"Arabis serpyllifolia Vill.",0.58,0.42,"closed","open","closed",1,1
"Bulbophyllum helenae (Kuntze) J.J.Sm.",1,0,"closed","closed","closed",0,1
"Allium oschaninii O.Fedtsch.",0,1,"open","open","open",1,0
"Piptochaetium uruguense Griseb.",0.32,0.68,"open","open","open",1,1
"Sclerophylax spinescens Miers",0,1,"open","open","open",1,0
"Vangueria dryadum S.Moore",0,1,"open","open","open",1,0
"Quercus hartwissiana Steven",0.95,0.05,"closed","closed","closed",0,1
"Restio perplexus Kunth",0,1,"open","open","open",1,0
"Abdra aprica (Beadle) Al-Shehbaz, M.Koch & Jordon-Thaden",1,0,"closed","closed","closed",0,1
"Bupleurum yunnanense Franch.",0.8,0.2,"closed","closed","closed",0,1
"Allium ovalifolium Hand.-Mazz.",0.81,0.19,"closed","closed","closed",0,1
"Allium ovalifolium var. cordifolium (J.M.Xu) J.M.Xu",0.5,0.5,"closed","open","closed",1,1
"Allium ovalifolium var. leuconeurum J.M.Xu",1,0,"closed","closed","closed",0,1
"Elegia tectorum (L.f.) Moline & H.P.Linder",0,1,"open","open","open",1,0
"Licuala telifera Becc.",1,0,"closed","closed","closed",0,1
"Dypsis dransfieldii Beentje",1,0,"closed","closed","closed",0,1
"Solanum hougasii Correll",1,0,"closed","closed","closed",0,1
"Dennettia tripetala Baker f.",0.75,0.25,"closed","closed","closed",0,1
"Orania dafonsoroensis A.P.Keim & J.Dransf.",1,0,"closed","closed","closed",0,1
"Heterospathe parviflora Essig",1,0,"closed","closed","closed",0,1
"Heterospathe sphaerocarpa Burret",1,0,"closed","closed","closed",0,1
"Calamus anomalus Burret",1,0,"closed","closed","closed",0,1
"Calamus bimaniferus T.Evans et al.",1,0,"closed","closed","closed",0,1
"Calliandra sincorana Harms",0.17,0.83,"open","open","open",1,0
"Nenga macrocarpa Scort. ex Becc.",1,0,"closed","closed","closed",0,1
"Dypsis acuminum (Jum.) Beentje & J.Dransf.",1,0,"closed","closed","closed",0,1
"Clinostigma savoryanum (Rehder & E.H.Wilson) H.E.Moore & Fosberg",1,0,"closed","closed","closed",0,1
"Paraboea havilandii (Ridl.) B.L.Burtt",1,0,"closed","closed","closed",0,1
"Gomphocarpus glaucophyllus Schltr.",0.1,0.9,"open","open","open",1,0
"Vriesea duvaliana É.Morren",1,0,"closed","closed","closed",0,1
"Myrcia eumecephylla (O.Berg) Nied.",1,0,"closed","closed","closed",0,1
"Dypsis saintelucei Beentje",1,0,"closed","closed","closed",0,1
"Retispatha dumetosa J.Dransf.",1,0,"closed","closed","closed",0,1
"Ravenea hypoleuca Rakotoarin. & J.Dransf.",1,0,"closed","closed","closed",0,1
"Enneapogon persicus Boiss.",0.19,0.81,"open","open","open",1,0
"Alphonsea boniana Finet & Gagnep.",0.92,0.08,"closed","closed","closed",0,1
"Bulbophyllum congestum Rolfe",1,0,"closed","closed","closed",0,1
"Dendrocalamus pendulus Ridl.",1,0,"closed","closed","closed",0,1
"Begonia olivacea Ardi",1,0,"closed","closed","closed",0,1
"Dypsis bernieriana (Baill.) Beentje & J.Dransf.",1,0,"closed","closed","closed",0,1
"Dypsis interrupta J.Dransf.",1,0,"closed","closed","closed",0,1
"Calyptrocalyx geonomiformis (Becc.) Dowe & M.D.Ferrero",1,0,"closed","closed","closed",0,1
"Begonia furfuracea Hook.",1,0,"closed","closed","closed",0,1
"Calamus microsphaerion Becc.",1,0,"closed","closed","closed",0,1
"Calamus lambirensis J.Dransf.",1,0,"closed","closed","closed",0,1
"Calamus paulii J.Dransf.",1,0,"closed","closed","closed",0,1
"Daemonorops oblonga (Reinw. ex Blume) Blume",1,0,"closed","closed","closed",0,1
"Bulbophyllum elliotii Rolfe",0.29,0.71,"open","open","open",1,1
"Dypsis moorei Beentje",1,0,"closed","closed","closed",0,1
"Calamus sordidus J.Dransf.",1,0,"closed","closed","closed",0,1
"Licuala bachmaensis A.J.Hend., N.K.Ban & N.Q.Dung",1,0,"closed","closed","closed",0,1
"Memecylon xiphophyllum R.D.Stone",1,0,"closed","closed","closed",0,1
"Bulbophyllum spathulatum (Rolfe ex E.W.Cooper) Seidenf.",1,0,"closed","closed","closed",0,1
"Lansium domesticum Corrêa",1,0,"closed","closed","closed",0,1
"Melocalamus compactiflorus (Kurz) Benth.",1,0,"closed","closed","closed",0,1
"Schismus arabicus Nees",0.03,0.97,"open","open","open",1,0
"Schizostachyum grande Ridl.",1,0,"closed","closed","closed",0,1
"Lavoisiera humilis Naudin",0,1,"open","open","open",1,0
"Solanum oplocense Hawkes",0.23,0.77,"open","open","open",1,0
"Bulbophyllum hapalanthos Garay",1,0,"closed","closed","closed",0,1
"Bulbophyllum capuronii Bosser",1,0,"closed","closed","closed",0,1
"Myrcia grazielae NicLugh.",1,0,"closed","closed","closed",0,1
"Dypsis montana (Jum.) Beentje & J.Dransf.",1,0,"closed","closed","closed",0,1
"Ruellia oaxacana Leonard",1,0,"closed","closed","closed",0,1
"Hydriastele brassii (Burret) W.J.Baker & Loo",1,0,"closed","closed","closed",0,1
"Hydriastele lurida (Becc.) W.J.Baker & Loo",1,0,"closed","closed","closed",0,1
"Restio acockii Pillans",0,1,"open","open","open",1,0
"Chionochloa macra Zotov",0.05,0.95,"open","open","open",1,0
"Pennisetum frutescens Leeke",0.36,0.64,"open","open","open",1,1
"Eremospatha tessmanniana Becc.",1,0,"closed","closed","closed",0,1
"Salacca glabrescens Griff.",1,0,"closed","closed","closed",0,1
"Mimosa jacobita Barneby",1,0,"closed","closed","closed",0,1
"Begonia mamutensis Sands",0,1,"open","open","open",1,0
"Chamaecrista nanodes (H.S.Irwin & Barneby) H.S.Irwin & Barneby",0,1,"open","open","open",1,0
"Eugenia cucullata Amshoff",1,0,"closed","closed","closed",0,1
"Syagrus allagopteroides Noblick & Lorenzi",0.15,0.85,"open","open","open",1,0
"Begonia chiasmogyna M.Hughes",1,0,"closed","closed","closed",0,1
"Parartocarpus venenosa (Zoll. & Moritzi) Becc.",1,0,"closed","closed","closed",0,1
"Marsdenia carvalhoi Morillo & Carnevali",1,0,"closed","closed","closed",0,1
"Magnistipula butayei De Wild.",0.4,0.6,"open","open","closed",1,1
"Clinostigma collegarum J.Dransf.",1,0,"closed","closed","closed",0,1
"Calamus distentus Burret",1,0,"closed","closed","closed",0,1
"Syagrus cearensis Noblick",0.2,0.8,"open","open","open",1,0
"Caryota maxima Blume ex Mart.",1,0,"closed","closed","closed",0,1
"Dypsis makirae Rakotoarin. & Britt",1,0,"closed","closed","closed",0,1
"Bulbophyllum divaricatum H.Perrier",0.75,0.25,"closed","closed","closed",0,1
"Pinanga duperreana Pierre ex Becc.",1,0,"closed","closed","closed",0,1
"Pinanga sylvestris (Lour.) Hodel",1,0,"closed","closed","closed",0,1
"Rhapis puhuongensis M.S.Trudgen, T.P.Anh & A.J.Hend.",1,0,"closed","closed","closed",0,1
"Calamus acaulis A.J.Hend., N.K.Ban & N.Q.Dung",1,0,"closed","closed","closed",0,1
"Wallaceodendron celebicum Koord.",1,0,"closed","closed","closed",0,1
"Bulbophyllum triste Rchb.f.",1,0,"closed","closed","closed",0,1
"Pentaschistis cirrhulosa (Nees) H.P.Linder",0,1,"open","open","open",1,0
"Leucochloron limae Barneby & J.W.Grimes",0.44,0.56,"open","open","closed",1,1
"Leandra coadunata Wurdack",1,0,"closed","closed","closed",0,1
"Dypsis betamponensis (Jum.) Beentje & J.Dransf.",1,0,"closed","closed","closed",0,1
"Bulbophyllum tetragonum Lindl.",1,0,"closed","closed","closed",0,1
"Calliandra hintonii Barneby",1,0,"closed","closed","closed",0,1
"Hydriastele manusii (Essig) W.J.Baker & Loo",1,0,"closed","closed","closed",0,1
"Dypsis betsimisarakae Rakotoarin. & J.Dransf.",1,0,"closed","closed","closed",0,1
"Metroxylon salomonense (Warb.) Becc.",1,0,"closed","closed","closed",0,1
"Astrocaryum minus Trail",0.5,0.5,"closed","open","closed",1,1
"Satakentia liukiuensis (Hatus.) H.E.Moore",1,0,"closed","closed","closed",0,1
"Myrcia cardiaca O.Berg",0,1,"open","open","open",1,0
"Epilobium macropus Hook.",0.24,0.76,"open","open","open",1,0
"Poa acicularifolia Buchanan",0.5,0.5,"closed","open","closed",1,1
"Daemonorops brachystachys Furtado",1,0,"closed","closed","closed",0,1
"Reinwardtiodendron kinabaluense (Kosterm.) Mabb.",0.56,0.44,"closed","open","closed",1,1
"Themeda arundinacea (Roxb.) A.Camus",0.91,0.09,"closed","closed","closed",0,1
"Primula littledalei Balf.fil. & Watt",0,1,"open","open","open",1,0
"Solanum infundibuliforme Phil.",0,1,"open","open","open",1,0
"Solanum microphyllum Hawkes",0.5,0.5,"closed","open","closed",1,1
"Solanum tarijense Hawkes",0.57,0.43,"closed","open","closed",1,1
"Dypsis mangorensis (Jum.) Beentje & J.Dransf.",1,0,"closed","closed","closed",0,1
"Beccariophoenix alfredii Rakotoarin., Ranariv. & J.Dransf.",0.67,0.33,"closed","closed","closed",1,1
"Licuala montana Dammer & K.Schum.",1,0,"closed","closed","closed",0,1
"Raphia mambillensis Otedoh",0,1,"open","open","open",1,0
"Raphia vinifera P.Beauv.",0.33,0.67,"open","open","open",1,1
"Dypsis remotiflora J.Dransf.",1,0,"closed","closed","closed",0,1
"Daemonorops serpentina J.Dransf.",1,0,"closed","closed","closed",0,1
"Cyphokentia cerifera (H.E.Moore) Pintaud & W.J.Baker",1,0,"closed","closed","closed",0,1
"Cyrtostachys glauca H.E.Moore",0.8,0.2,"closed","closed","closed",0,1
"Friesodielsia desmoides (Craib) Steenis",1,0,"closed","closed","closed",0,1
"Bulbophyllum hirtum (Sm.) Lindl.",1,0,"closed","closed","closed",0,1
"Schinus gracilipes I.M.Johnst.",0.71,0.29,"closed","closed","closed",1,1
"Hemarthria uncinata R.Br.",0,1,"open","open","open",1,0
"Eucalyptus densa Brooker & Hopper",0,1,"open","open","open",1,0
"Hakea pendens R.M.Barker",0,1,"open","open","open",1,0
"Acacia anarthros Maslin",0,1,"open","open","open",1,0
"Acacia amyctica R.S.Cowan & Maslin",0,1,"open","open","open",1,0
"Acacia carnosula Maslin",0,1,"open","open","open",1,0
"Acacia mimica R.S.Cowan & Maslin",0,1,"open","open","open",1,0
"Hakea neurophylla Meisn.",0,1,"open","open","open",1,0
"Eucalyptus frenchiana D.Nicolle",0,1,"open","open","open",1,0
"Acacia erioclada Benth.",0,1,"open","open","open",1,0
"Acacia subrigida Maslin",0,1,"open","open","open",1,0
"Acacia papulosa R.S.Cowan & Maslin",0,1,"open","open","open",1,0
"Carex michelii Host",0.87,0.13,"closed","closed","closed",0,1
"Festuca halleri All.",1,0,"closed","closed","closed",0,1
"Carex aterrima Hoppe",1,0,"closed","closed","closed",0,1
"Barbacenia coccinea Mart. ex Schult. & Schult.f.",0.33,0.67,"open","open","open",1,1
"Bulbophyllum perii Schltr.",1,0,"closed","closed","closed",0,1
"Croton montevidensis Spreng.",0.14,0.86,"open","open","open",1,0
"Euterpe longibracteata Barb.Rodr.",1,0,"closed","closed","closed",0,1
"Glaziophyton mirabile Franch.",1,0,"closed","closed","closed",0,1
"Syagrus campestris (Mart.) H.Wendl.",0,1,"open","open","open",1,0
"Nierembergia micrantha Cabrera",0.43,0.57,"open","open","closed",1,1
"Pleroma gertii P.J.F.Guim. & Michelang.",0,1,"open","open","open",1,0
"Vellozia peripherica Mello-Silva",0,1,"open","open","open",1,0
"Petunia reitzii L.B.Sm. & Downs",1,0,"closed","closed","closed",0,1
"Leandra breviflora Cogn.",1,0,"closed","closed","closed",0,1
"Nematanthus hirtellus (Schott) Wiehler",0.86,0.14,"closed","closed","closed",0,1
"Miconia baumgratziana R.Goldenb. & C.V.Martin",0.93,0.07,"closed","closed","closed",0,1
"Leandra paulina DC.",0.2,0.8,"open","open","open",1,0
"Eugenia hamiltonii (Mattos) Mattos",0.17,0.83,"open","open","open",1,0
"Mimosa insignis (Hassl.) Barneby",0,1,"open","open","open",1,0
"Sinningia striata (Fritsch) Chautems",1,0,"closed","closed","closed",0,1
"Vellozia caespitosa L.B.Sm. & Ayensu",0,1,"open","open","open",1,0
"Sporobolus rigens (Trin.) É.Desv.",0,1,"open","open","open",1,0
"Butia odorata (Barb.Rodr.) Noblick",0.31,0.69,"open","open","open",1,1
"Bursera spinescens Urb. & Ekman",1,0,"closed","closed","closed",0,1
"Mimosa atlantica Barneby",1,0,"closed","closed","closed",0,1
"Butia catarinensis Noblick & Lorenzi",0.92,0.08,"closed","closed","closed",0,1
"Myrceugenia bananalensis Bezerra & Landrum",0,1,"open","open","open",1,0
"Cymbopogon goeringii (Steud.) A.Camus",1,0,"closed","closed","closed",0,1
"Syagrus graminifolia (Drude) Becc.",0.07,0.93,"open","open","open",1,0
"Moquilea minutiflora Sagot",0,1,"open","open","open",1,0
"Inga suberosa T.D.Penn.",1,0,"closed","closed","closed",0,1
"Attalea attaleoides (Barb.Rodr.) Wess.Boer",1,0,"closed","closed","closed",0,1
"Medinilla squillula Veldkamp",1,0,"closed","closed","closed",0,1
"Stipa platychaeta Hughes",0,1,"open","open","open",1,0
"Mimosa diversipila M.Micheli",0.36,0.64,"open","open","open",1,1
"Bactris charnleyae de Nevers, A.J.Hend. & Grayum",1,0,"closed","closed","closed",0,1
"Paspalum equitans Mez",0.25,0.75,"open","open","open",1,0
"Dypsis tsaratananensis (Jum.) Beentje & J.Dransf.",0,1,"open","open","open",1,0
"Lupinus ellsworthianus C.P.Sm.",1,0,"closed","closed","closed",0,1
"Rousseauxia marojejensis Jacq.-Fél.",1,0,"closed","closed","closed",0,1
"Centropogon trachyanthus E.Wimm.",0.86,0.14,"closed","closed","closed",0,1
"Lithachne humilis Soderstr.",1,0,"closed","closed","closed",0,1
"Heliconia riopalenquensis Dodson & A.H.Gentry",1,0,"closed","closed","closed",0,1
"Brugmansia arborea (L.) Lagerh.",0.64,0.36,"closed","closed","closed",1,1
"Dictyophragmus punensis (Romanczuk) Al-Shehbaz",0,1,"open","open","open",1,0
"Begonia croatii Burt-Utley",1,0,"closed","closed","closed",0,1
"Pennisetum montanum (Griseb.) Hack.",0,1,"open","open","open",1,0
"Viburnum bracteatum Rehder",1,0,"closed","closed","closed",0,1
"Mostacillastrum gracile (Wedd.) Al-Shehbaz",0,1,"open","open","open",1,0
"Philonotion americanum (A.M.E.Jonker & Jonker) S.Y.Wong & P.C.Boyce",1,0,"closed","closed","closed",0,1
"Phialiphora bevazahensis Groeninckx",1,0,"closed","closed","closed",0,1
"Carex sphaerogyna Baker",0.86,0.14,"closed","closed","closed",0,1
"Bactris caudata H.Wendl. ex Burret",1,0,"closed","closed","closed",0,1
"Niphogeton scabra (H.Wolff) J.F.Macbr.",0,1,"open","open","open",1,0
"Couepia rankiniae Prance",1,0,"closed","closed","closed",0,1
"Fuchsia lycioides Andr.",0,1,"open","open","open",1,0
"Chamaedorea microphylla H.Wendl.",1,0,"closed","closed","closed",0,1
"Carex scaposa C.B.Clarke",1,0,"closed","closed","closed",0,1
"Epilobium cylindricum D.Don",0.73,0.27,"closed","closed","closed",1,1
"Stipa papposa Nees",0,1,"open","open","open",1,0
"Hordeum stenostachys Godr.",0.1,0.9,"open","open","open",1,0
"Xylopia peruviana R.E.Fr.",1,0,"closed","closed","closed",0,1
"Begonia pustulata Liebm.",1,0,"closed","closed","closed",0,1
"Mondia ecornuta (N.E.Br.) Bullock",0.67,0.33,"closed","closed","closed",1,1
"Salvia hirtella Vahl",1,0,"closed","closed","closed",0,1
"Romanschulzia arabiformis (DC.) Rollins",0.83,0.17,"closed","closed","closed",0,1
"Tzeltalia amphitricha (Bitter) E.Estrada & M.Martínez",1,0,"closed","closed","closed",0,1
"Vincetoxicum inamoenum Maxim.",0.88,0.12,"closed","closed","closed",0,1
"Begonia ludicra A.DC.",1,0,"closed","closed","closed",0,1
"Attalea rostrata Oerst.",1,0,"closed","closed","closed",0,1
"Aristida uruguayensis Henrard",0,1,"open","open","open",1,0
"Begonia anemoniflora Irmsch.",0,1,"open","open","open",1,0
"Mimosa rastrera Atahuachi & C.E.Hughes",1,0,"closed","closed","closed",0,1
"Viburnum congestum Rehder",1,0,"closed","closed","closed",0,1
"Ludovia bierhorstii Wilder",1,0,"closed","closed","closed",0,1
"Astiella delicatula Jovet",0.4,0.6,"open","open","closed",1,1
"Miconia cremadena Gleason",1,0,"closed","closed","closed",0,1
"Setaria nicorae Pensiero",0.04,0.96,"open","open","open",1,0
"Microlicia obtusifolia Cogn. ex R.Romero",0,1,"open","open","open",1,0
"Chamaedorea brachyclada H.Wendl.",1,0,"closed","closed","closed",0,1
"Pennisetum mezianum Leeke",0.24,0.76,"open","open","open",1,0
"Calyptrogyne condensata (L.H.Bailey) Wess.Boer",1,0,"closed","closed","closed",0,1
"Memecylon capuronii Jacq.-Fél.",1,0,"closed","closed","closed",0,1
"Comocladia mollissima Kunth",1,0,"closed","closed","closed",0,1
"Desmoncus latisectus Burret",0.6,0.4,"closed","closed","closed",1,1
"Eragrostis schweinfurthii Chiov.",0.48,0.52,"open","open","closed",1,1
"Chorigyne ensiformis (Hook.f.) R.Erikss.",1,0,"closed","closed","closed",0,1
"Croton orinocensis Müll.Arg.",0.53,0.47,"closed","open","closed",1,1
"Chamaedorea stenocarpa Standl. & Steyerm.",1,0,"closed","closed","closed",0,1
"Stipa hyalina Nees",0,1,"open","open","open",1,0
"Memecylon caeruleum Jack",0.86,0.14,"closed","closed","closed",0,1
"Calyptrogyne herrerae Grayum",1,0,"closed","closed","closed",0,1
"Croton cupulifer McVaugh",1,0,"closed","closed","closed",0,1
"Pyrostria phyllanthoidea (Baill.) Bridson",0.18,0.82,"open","open","open",1,0
"Salvia sophrona Briq.",0.9,0.1,"closed","closed","closed",0,1
"Allium sikkimense Baker",0.42,0.58,"open","open","closed",1,1
"Desmoncus madrensis A.J.Hend.",1,0,"closed","closed","closed",0,1
"Blakea anisophylla (Triana) Baill.",1,0,"closed","closed","closed",0,1
"Arisaema schimperianum Schott",0.14,0.86,"open","open","open",1,0
"Miconia diegogomezii Kriebel & Almeda",1,0,"closed","closed","closed",0,1
"Oxandra sphaerocarpa R.E.Fr.",1,0,"closed","closed","closed",0,1
"Cynanchum mevei Liede",0,1,"open","open","open",1,0
"Glossoloma altescandens (Mansf.) J.L.Clark",0.5,0.5,"closed","open","closed",1,1
"Draba confertifolia Turcz.",0.33,0.67,"open","open","open",1,1
"Setaria cernua Kunth",1,0,"closed","closed","closed",0,1
"Siphocampylus flagelliformis Zahlbr.",0.83,0.17,"closed","closed","closed",0,1
"Stipa media (Speg.) Caro",0.2,0.8,"open","open","open",1,0
"Allium wallichii Kunth",0.81,0.19,"closed","closed","closed",0,1
"Allium wallichii var. platyphyllum (Diels) J.M.Xu",0,1,"open","open","open",1,0
"Pyrostria ampijoroensis (Arènes) Razafim., Lantz & B.Bremer",1,0,"closed","closed","closed",0,1
"Miconia teotepecensis de Santiago",1,0,"closed","closed","closed",0,1
"Thysselinum palustre (L.) Hoffm.",0.97,0.03,"closed","closed","closed",0,1
"Mimosa nossibiensis Benth.",0.89,0.11,"closed","closed","closed",0,1
"Phoenix paludosa Roxb.",0.6,0.4,"closed","closed","closed",1,1
"Calamus dongnaiensis Pierre ex Becc.",1,0,"closed","closed","closed",0,1
"Henckelia anachoreta (Hance) D.J.Middleton & Mich.Möller",1,0,"closed","closed","closed",0,1
"Pistacia vera L.",0,1,"open","open","open",1,0
"Croton bixoides Vahl",1,0,"closed","closed","closed",0,1
"Croton helicoideus Müll.Arg.",0.5,0.5,"closed","open","closed",1,1
